id,Keyword,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Facebook,Twitter,Instagram,Lat,Lng,Claimed,Category,Rating,Reviews,Top_Image_URL,Sub_Title,Pricing,Amenities,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL,Unnamed: 36,Status
16,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800,Anthony's Coal Fired Pizza,"10205 S Dixie Hwy Ste 100, Pinecrest, FL 33156",10205 S Dixie Hwy Ste 100,Pinecrest,FL,33156,"MMGJ+2G Pinecrest, Florida",acfp.com,(305) 740-5800,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,25.6750174,-80.3186558,No,Pizza restaurant,4.4,654,https://lh5.googleusercontent.com/p/AF1QipOhSVu7-8Hp7IePMnv43BidwHvzkSERRaJy6vG4=w408-h725-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@25.6750174,-80.3208498,17z/data=!4m5!3m4!1s0x88d9c7aa510d294d:0x6235ec1b02f7fa1e!8m2!3d25.6750174!4d-80.3186558?hl=en",,Scraped
15,Anthony's Coal Fired Pizza 11037 Pines Blvd PEMBROKE PINES FL 33026-5217 (954) 443-6610,Anthony's Coal Fired Pizza,"11037 Pines Blvd, Pembroke Pines, FL 33026",11037 Pines Blvd,Pembroke Pines,FL,33026,"2P53+FX Pembroke Pines, Florida",acfp.com,(954) 443-6610,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.0086525,-80.2950413,No,Pizza restaurant,4.4,631,https://lh5.googleusercontent.com/p/AF1QipNqm1Qj2smkOBpZfzLh1xQ7iBv932XdnCrJNlao=w468-h240-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.0086525,-80.2972353,17z/data=!4m5!3m4!1s0x88d9a60ddc7f4df9:0x562aaab879c9e163!8m2!3d26.0086525!4d-80.2950413?hl=en",,Scraped
14,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911,Anthony's Coal Fired Pizza,"115 NE 6th Ave, Delray Beach, FL 33483",115 NE 6th Ave,Delray Beach,FL,33483,"FW7M+G7 Delray Beach, Florida",acfp.com,(561) 278-7911,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.4637515,-80.0668132,No,Pizza restaurant,4.5,910,https://lh5.googleusercontent.com/p/AF1QipMMXkSL_ODpg6J46I_mkU2_AZSrNmJPRihlrQZ4=w408-h271-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.4637515,-80.0690072,17z/data=!4m5!3m4!1s0x88d8dfc51a869405:0x1cad4bdd8ea3286f!8m2!3d26.4637515!4d-80.0668132?hl=en",,Scraped
13,Anthony's Coal Fired Pizza 1901 S Dale Mabry Hwy TAMPA FL 33629-5816 (813) 258-2625,Anthony's Coal Fired Pizza,"1901 S Dale Mabry Hwy, Tampa, FL 33629",1901 S Dale Mabry Hwy,Tampa,FL,33629,"WFGV+VF Tampa, Florida",acfp.com,(813) 258-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,27.9271341,-82.5063004,No,Pizza restaurant,4.3,637,https://lh5.googleusercontent.com/p/AF1QipNtpR2EonUg0SFfl-rkF5kZF4psdB8oFbhkXLE8=w408-h271-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@27.9271341,-82.5084944,17z/data=!4m5!3m4!1s0x88c2c33c94307c35:0xeae139d2760ef9c6!8m2!3d27.9271341!4d-82.5063004?hl=en",,Scraped
12,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212,Anthony's Coal Fired Pizza,"2045 Mackenzie Way, Cranberry Twp, PA 16066",2045 Mackenzie Way,Cranberry Twp,PA,16066,"MWP6+R7 Cranberry Twp, Pennsylvania",acfp.com,(724) 742-1212,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.6870018,-80.08937209999999,No,Pizza restaurant,4.2,521,https://lh5.googleusercontent.com/p/AF1QipNOISMYGIp-1fg4Euoj9QTsuKRxnCTh2PMNJPJp=w408-h306-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.6870018,-80.0915661,17z/data=!4m5!3m4!1s0x883488045ad4d291:0x8b1bf24be21113b3!8m2!3d40.6870018!4d-80.0893721?hl=en",,Scraped
11,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601,Anthony's Coal Fired Pizza,"220 Hillside Rd, Cranston, RI 02920",220 Hillside Rd,Cranston,RI,2920,"QG5R+4R Cranston, Rhode Island",acfp.com,(401) 943-1601,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,41.7578211,-71.457904,No,Pizza restaurant,4.3,540,https://lh5.googleusercontent.com/p/AF1QipN4nTVTmn6kspOZUm1nW_CbIXMeO6OgZRvn465r=w408-h262-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@41.7578211,-71.460098,17z/data=!3m1!4b1!4m5!3m4!1s0x89e44edcbb797da5:0x18cc88cc953da130!8m2!3d41.7578211!4d-71.457904?hl=en",,Scraped
10,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818,Anthony's Coal Fired Pizza,"2302 Nesconset Hwy B, Stony Brook, NY 11790",2302 Nesconset Hwy B,Stony Brook,NY,11790,"VVGH+25 Stony Brook, New York",acfp.com,(631) 444-0818,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.8750085,-73.122108,No,Pizza restaurant,4.4,270,https://lh5.googleusercontent.com/p/AF1QipOpV3D3cJRHTHMkheTaO9eIkERx3waBwkckQgtJ=w408-h306-k-no,,$$,,,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–11PM,11:30AM–11PM,11:30AM–10PM,,"All, Menu, Food & drink, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.8750085,-73.124302,17z/data=!4m5!3m4!1s0x89e838f011b7e661:0x5430ab02681d5d43!8m2!3d40.8750085!4d-73.122108?hl=en",,Scraped
9,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200,Anthony's Coal Fired Pizza,"2626 Ponce de Leon Blvd, Coral Gables, FL 33134",2626 Ponce de Leon Blvd,Coral Gables,FL,33134,"PPWR+WF Coral Gables, Florida",acfp.com,(786) 456-9200,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,25.747264899999998,-80.258834,No,Pizza restaurant,4.4,628,https://lh5.googleusercontent.com/p/AF1QipPTkVmLytGfxluhlsLQ_r5W3hKBjjaS-ZSINRCW=w408-h725-k-no,,$$,,,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@25.7472649,-80.261028,17z/data=!4m5!3m4!1s0x88d9b79723c52b17:0x7fbb5e4f563fe2a0!8m2!3d25.7472649!4d-80.258834?hl=en",,Scraped
8,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702,Anthony's Coal Fired Pizza,"264 Main St, White Plains, NY 10601",264 Main St,White Plains,NY,10601,"26MP+9F White Plains, New York",,(914) 358-9702,,,,,41.0334529,-73.763819,No,Pizza restaurant,4.3,542,https://lh5.googleusercontent.com/p/AF1QipMHwIEKYUgH8--IngGL-NVpUZUNTW0ePu6hmajV=w426-h240-k-no,,$$,,,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,,"All, Menu, Food & drink, Vibe, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@41.0334529,-73.766013,17z/data=!4m5!3m4!1s0x89c2943167f07011:0xa5efae4d77ed3997!8m2!3d41.0334529!4d-73.763819?hl=en",,Scraped
7,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811,Anthony's Coal Fired Pizza,"3111 SW 160th Ave, Miramar, FL 33027",3111 SW 160th Ave,Miramar,FL,33027,"XJJV+H8 Miramar, Florida",acfp.com,(954) 392-3811,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,25.981473,-80.356708,No,Pizza restaurant,4.4,529,https://lh5.googleusercontent.com/p/AF1QipOdKIBjxIbOYgUFWxLYSfmqdRaJE2OjqteUN-EN=w408-h544-k-no,,$$,,,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@25.981473,-80.358902,17z/data=!4m5!3m4!1s0x88d9a40c8444d04d:0x6a57c334fdd100e!8m2!3d25.981473!4d-80.356708?hl=en",,Scraped
6,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625,Anthony's Coal Fired Pizza,"4527 Weston Rd, Weston, FL 33331",4527 Weston Rd,Weston,FL,33331,"3J7P+CF Weston, Florida",acfp.com,(954) 358-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.063522,-80.36386800000001,No,Pizza restaurant,4.4,654,https://lh5.googleusercontent.com/p/AF1QipNxz0jBpMd7kn2WWJJ_pb8hxFQWVd0qy9uXKbTD=w408-h408-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.063522,-80.366062,17z/data=!3m1!5s0x88d9a732f9d2d42b:0x5bc97090ceeb6397!4m5!3m4!1s0x88d9a7324540f7e1:0x4a53a5d0f4ec36d6!8m2!3d26.063522!4d-80.363868?hl=en",,Scraped
5,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454,Anthony's Coal Fired Pizza,"48 Walkers Brook Dr, Reading, MA 01867",48 Walkers Brook Dr,Reading,MA,1867,"GW95+V3 Reading, Massachusetts",acfp.com,(781) 944-8454,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,42.5197092,-71.0923497,No,Pizza restaurant,4.3,203,https://lh5.googleusercontent.com/p/AF1QipPsiwpUkKF4i0LGbod5OkVkOh6AKjSt8vRlarc=w408-h332-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@42.5197092,-71.0945437,17z/data=!3m1!5s0x89e30ca621835051:0x5ebfbcc69564a377!4m5!3m4!1s0x89e30ca61a270905:0xe34b16a880fa3b76!8m2!3d42.5197092!4d-71.0923497?hl=en",,Scraped
4,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453,Anthony's Coal Fired Pizza,"50 E Wynnewood Rd, Wynnewood, PA 19096",50 E Wynnewood Rd,Wynnewood,PA,19096,"2P2H+P9 Wynnewood, Pennsylvania",acfp.com,(610) 645-5453,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.001757,-75.2715127,No,Pizza restaurant,4.1,322,https://lh5.googleusercontent.com/p/AF1QipO8XMHUnpO_YdHGt_sN6Us9X3_3mgJKbaaL9wNl=w408-h306-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,12–9PM,,"All, Menu, Food & drink, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.001757,-75.2737067,17z/data=!4m5!3m4!1s0x89c6c097af37750f:0x93ec6ab9dcf4eee4!8m2!3d40.001757!4d-75.2715127?hl=en",,Scraped
3,Anthony's Coal Fired Pizza 6401 Jericho Tpke COMMACK NY 11725-2832 (631) 858-2625,Anthony's Coal Fired Pizza,"6401 Jericho Turnpike, Commack, NY 11725",6401 Jericho Turnpike,Commack,NY,11725,"RPV4+G4 Commack, New York",acfp.com,(631) 858-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.8438174,-73.2946874,No,Pizza restaurant,4.3,388,https://lh5.googleusercontent.com/p/AF1QipMae-nnetCtTmpW7qorDcCGtyjEEi03PVQ3VCpu=w408-h270-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,11AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.8438174,-73.2968814,17z/data=!3m1!5s0x89e82ff221e1469d:0xd4dfcf94e6d07aa7!4m5!3m4!1s0x89e82ff18aa4985b:0x425e7f425cadfe93!8m2!3d40.8438174!4d-73.2946874?hl=en",,Scraped
2,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500,Anthony's Coal Fired Pizza,"80 Parsonage Rd, Edison, NJ 08837",80 Parsonage Rd,Edison,NJ,8837,"HM28+5C Edison, New Jersey",acfp.com,(732) 744-1500,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.550446799999996,-74.3339765,No,Pizza restaurant,4.4,801,https://lh5.googleusercontent.com/p/AF1QipNb8aLUlWEw72CuyXpnL-9GOLwQYsWPo7f1aCEO=w408-h271-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.5504468,-74.3361705,17z/data=!4m5!3m4!1s0x89c3b66a7fb150cb:0x116e8f27a7d6a835!8m2!3d40.5504468!4d-74.3339765?hl=en",,Scraped
1,Anthony's Coal Fired Pizza 984 State Rt 17 RAMSEY NJ 07446-1607 (201) 818-2625,Anthony's Coal Fired Pizza,"984 NJ-17, Ramsey, NJ 07446",984 NJ-17,Ramsey,NJ,7446,"3V89+CG Ramsey, New Jersey",acfp.com,(201) 818-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,41.0660758,-74.1311759,No,Pizza restaurant,4.4,385,https://lh5.googleusercontent.com/p/AF1QipND1CjIZzRm_tlu-IvlV4C5t9iXL5ADX5jZxVv3=w408-h408-k-no,,$$,,,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Menu, Food & drink, By owner","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@41.0660758,-74.1333699,17z/data=!4m5!3m4!1s0x89c2e6ad0fda7d1f:0xc824dbd388bf2e86!8m2!3d41.0660758!4d-74.1311759?hl=en",,
